C1,0
C2,0
C3,0
C4,0
C7,0
C8,0
C9,0
C10,0
C11,0
C12,0
C13,0
C14,0
C15,0
C16,0
C17,0
C18,0
C19,0
C20,0
C21,0
C22,0
C24,0
C25,0
C26,0
C27,0
C28,0
C29,0
C30,0
C31,0
C32,0
C33,0
C34,0
C35,0
C36,0
C37,0
C38,0
C39,0
C40,0
C41,0
C42,0
C43,0
C44,0
C45,0
C46,0
C47,0
C48,0
C49,0
C50,0
C51,0
C52,0
C53,0
C54,0
C55,0
C56,0
C57,0
C58,0
C59,0
C60,0
C61,0
C62,0
C63,0
C64,0
C65,0
C66,0
C67,0
C68,0
C69,0
C70,0
C71,0
C72,0
C73,0
C74,0
C75,0
C76,0
C77,0
C78,0
C79,0
C80,0
C81,0
C82,0
C83,0
C84,0
C85,0
C86,0
C87,0
C88,0
C89,0
C90,0
C91,0
C92,0
C93,0
C94,0
C95,0
C96,0
C97,0
C98,0
C99,0
C100,0
C101,0
C102,0
C103,0
C104,0
C105,0
C106,0
C107,0
C108,0
C109,0
C110,0
C111,0
C112,0
C113,0
C114,0
C115,0
C116,0
C117,0
C118,0
C119,0
C120,0
C121,0
C122,0
C123,0
C124,0
C125,0
C126,0
C127,0
C128,0
C129,0
C130,0
C131,0
C132,0
C133,0
C134,0
C135,0
C136,0
C137,0
C138,0
C139,0
C140,0
C141,0
C142,0
C143,0
C144,0
C145,0
C146,0
C147,0
C148,0
C149,0
C150,0
C151,0
C152,0
C153,0
C154,0
C155,0
C156,0
C157,0
C158,0
C159,0
C160,0
C161,0
C162,0
C163,0
C164,0
C165,0
C166,0
C167,0
C168,0
C169,0
C170,0
C171,0
C172,0
C173,0
D1,0
D2,0
D3,0
D4,0
D5,0
D6,0.1
D7,0.1
D8,0
FB1,0
FB2,0
FB3,0
FB4,0
FB5,0
FB7,0
FB8,0
J1,0
L1,0
L2,0
L3,0
P1,0
P2,0.25
P3,0
P4,0
P5,0
P8,0
P9,0
Q1,0
Q2,0
R1,0
R3,0
R4,0
R5,0
R6,0
R7,0
R8,0
R9,0
R10,0
R11,0
R12,0
R14,0
R17,0
R18,0
R19,0
R20,0
R21,0
R22,0
R23,0
R24,0
R25,0
R26,0
R27,0
R28,0
R45,0
R46,0
R47,0
R48,0
R49,0
R50,0
R51,0
R52,0
R53,0
R54,0
R55,0
R56,0
R57,0
R58,0
R59,0
R60,0
R61,0
R62,0
R63,0
R64,0
R65,0
R66,0
R67,0
R68,0
R69,0
R70,0
R71,0
R72,0
R73,0
R74,0
R75,0
R76,0
R77,0
R78,0
R79,0
R80,0
R81,0
R82,0
R83,0
R84,0
R85,0
R86,0
R87,0
R88,0
R89,0
R90,0
R91,0
R92,0
R93,0
R94,0
R95,0
R96,0
R97,0
R98,0
R99,0
R100,0
R101,0
R102,0
R103,0
R104,0
R105,0
R106,0
R107,0
R108,0
R109,0
R110,0
R111,0
R112,0
R113,0
R114,0
R115,0
R116,0
R117,0
R118,0
R119,0
R120,0
R121,0
R122,0
R123,0
R124,0
R125,0
R126,0
R127,0
R128,0
R129,0
R130,0
R131,0
R132,0
R133,0
R134,0
R135,0
R136,0
R137,0
R138,0
R139,0
R140,0
R141,0
R142,0
R143,0
R144,0
R145,0
R146,0
R147,0
R148,0
R149,0
R150,0
R151,0
R152,0
R153,0
R154,0
R155,0
R156,0
R157,0
R158,0
R159,0
R160,0
R161,0
R162,0
R163,0
R164,0
R165,0
R166,0
R167,0
RT1,0
S1,0
S2,0
S3,0
U2,0.25
U3,0
U4,0.4
U5,0.6
U6,0
U7,0
U8,0
U9,0
U10,0
U11,0
U12,0.4
U13,0.25
U14,0.25
U15,0
Y1,0.2
Y2,0
Y3,0
Y4,0
